first,second,repository,file,line
torch.nnConv2d,torch.nnLinear,allegroai/clearml,examples/frameworks/pytorch/pytorch_mnist.py,22
torch.nnLinear,torch.nnLinear,allegroai/clearml,examples/frameworks/pytorch/pytorch_mnist.py,23
torch.nnConv2d,torch.nnConv2d,allegroai/clearml,examples/frameworks/pytorch/pytorch_tensorboard.py,25
torch.nnConv2d,torch.nnDropout2d,allegroai/clearml,examples/frameworks/pytorch/pytorch_tensorboard.py,26
torch.nnDropout2d,torch.nnLinear,allegroai/clearml,examples/frameworks/pytorch/pytorch_tensorboard.py,27
torch.nnLinear,torch.nnLinear,allegroai/clearml,examples/frameworks/pytorch/pytorch_tensorboard.py,28
torch.nnLinear,torch.nnLinear,allegroai/clearml,examples/frameworks/pytorch-lightning/pytorch_lightning_example.py,18
torch.nnConv2d,torch.nnConv2d,allegroai/clearml,examples/frameworks/tensorboardx/pytorch_tensorboardX.py,24
torch.nnConv2d,torch.nnDropout2d,allegroai/clearml,examples/frameworks/tensorboardx/pytorch_tensorboardX.py,25
torch.nnDropout2d,torch.nnLinear,allegroai/clearml,examples/frameworks/tensorboardx/pytorch_tensorboardX.py,26
torch.nnLinear,torch.nnLinear,allegroai/clearml,examples/frameworks/tensorboardx/pytorch_tensorboardX.py,27
torch.nnLinear,torch.nnLinear,allenai/longformer,longformer/longformer.py,67
torch.nnLinear,torch.nnLinear,allenai/longformer,longformer/longformer.py,68
torch.nnLinear,torch.nnLinear,allenai/longformer,longformer/longformer.py,70
torch.nnLinear,torch.nnLinear,allenai/longformer,longformer/longformer.py,71
torch.nnLinear,torch.nnLinear,allenai/longformer,longformer/longformer.py,72
LongformerSelfAttention,torch.nnLinear,allenai/longformer,longformer/longformer_encoder_decoder.py,47
torch.nnSequential,torch.nnSequential,apachecn/Interview,src/py3.x/kaggle/getting-started/digit-recognizer/cnn_pytorch-python3.6.py,83
torch.nnSequential,torch.nnLinear,apachecn/Interview,src/py3.x/kaggle/getting-started/digit-recognizer/cnn_pytorch-python3.6.py,88
torch.nnSequential,torch.nnSequential,apachecn/Interview,src/py3.x/kaggle/playground/dogs-vs-cats/models/AlexNet.py,35
torch.nnSequential,_make_layer,apachecn/Interview,src/py3.x/kaggle/playground/dogs-vs-cats/models/ResNet34.py,47
_make_layer,torch.nnLinear,apachecn/Interview,src/py3.x/kaggle/playground/dogs-vs-cats/models/ResNet34.py,53
ComplexMultiplicationWrapper,torch.nnModuleList,asteroid-team/asteroid,asteroid/complex_nn.py,140
torch.nnMultiheadAttention,torch.nnDropout,asteroid-team/asteroid,asteroid/masknn/attention.py,47
torch.nnDropout,torch.nnLSTM,asteroid-team/asteroid,asteroid/masknn/attention.py,48
DualPathProcessing,torch.nnModuleList,asteroid-team/asteroid,asteroid/masknn/attention.py,143
torch.nnConv2d,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/attention.py,170
torch.nnSequential,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/attention.py,172
torch.nnSequential,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/attention.py,173
torch.nnSequential,get,asteroid-team/asteroid,asteroid/masknn/attention.py,176
torch.nnModuleList,torch.nnModuleList,asteroid-team/asteroid,asteroid/masknn/base.py,35
get,torch.nnConv1d,asteroid-team/asteroid,asteroid/masknn/convolutional.py,72
torch.nnConv1d,torch.nnConv1d,asteroid-team/asteroid,asteroid/masknn/convolutional.py,73
torch.nnSequential,torch.nnConv1d,asteroid-team/asteroid,asteroid/masknn/convolutional.py,86
torch.nnConv1d,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/convolutional.py,162
torch.nnSequential,torch.nnModuleList,asteroid-team/asteroid,asteroid/masknn/convolutional.py,164
torch.nnConv1d,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/convolutional.py,185
torch.nnSequential,get,asteroid-team/asteroid,asteroid/masknn/convolutional.py,187
torch.nnConv1d,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/convolutional.py,310
torch.nnSequential,torch.nnModuleList,asteroid-team/asteroid,asteroid/masknn/convolutional.py,312
clone,torch.nnParameter,asteroid-team/asteroid,asteroid/masknn/convolutional.py,334
torch.nnConv1d,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/convolutional.py,338
torch.nnSequential,get,asteroid-team/asteroid,asteroid/masknn/convolutional.py,340
torch.nnGroupNorm,torch.nnConv1d,asteroid-team/asteroid,asteroid/masknn/convolutional.py,623
torch.nnConv1d,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/convolutional.py,626
torch.nnConv2d,get,asteroid-team/asteroid,asteroid/masknn/convolutional.py,649
GlobLN,torch.nnConv1d,asteroid-team/asteroid,asteroid/masknn/convolutional.py,717
torch.nnConv1d,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/convolutional.py,720
torch.nnSequential,torch.nnConv1d,asteroid-team/asteroid,asteroid/masknn/convolutional.py,731
torch.nnConv1d,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/convolutional.py,732
torch.nnSequential,get,asteroid-team/asteroid,asteroid/masknn/convolutional.py,735
SingleRNN,torch.nnModuleList,asteroid-team/asteroid,asteroid/masknn/recurrent.py,203
torch.nnConv1d,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/recurrent.py,402
torch.nnSequential,torch.nnConv2d,asteroid-team/asteroid,asteroid/masknn/recurrent.py,421
torch.nnConv2d,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/recurrent.py,422
torch.nnSequential,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/recurrent.py,424
torch.nnSequential,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/recurrent.py,425
torch.nnSequential,torch.nnConv1d,asteroid-team/asteroid,asteroid/masknn/recurrent.py,426
torch.nnConv1d,get,asteroid-team/asteroid,asteroid/masknn/recurrent.py,429
torch.nnSequential,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/tac.py,30
torch.nnSequential,torch.nnSequential,asteroid-team/asteroid,asteroid/masknn/tac.py,33
int,torch.nnConv1d,asteroid-team/asteroid,asteroid/masknn/_local.py,23
int,torch.nnConv1d,asteroid-team/asteroid,asteroid/masknn/_local.py,58
torch.nnConv1d,torch.nnGroupNorm,asteroid-team/asteroid,asteroid/masknn/_local.py,61
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,135
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,143
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,151
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,159
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,167
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,175
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,183
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,191
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,199
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,207
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,215
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,223
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,231
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,239
torch.nnConv2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,249
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,250
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,251
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,252
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,253
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,254
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,255
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,256
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,257
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,258
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,259
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,260
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,261
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,262
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,263
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,264
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,313
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,321
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,329
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,337
torch.nnConv2d,torch.nnConv2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,345
torch.nnConv2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,355
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,356
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,357
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,358
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,359
torch.nnBatchNorm2d,torch.nnBatchNorm2d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,360
Video_Model,torch.nnLSTM,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,434
torch.nnLSTM,torch.nnLinear,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,443
torch.nnDropout,torch.nnDropout,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,454
torch.nnDropout,torch.nnDropout,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,455
torch.nnDropout,torch.nnBatchNorm1d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,457
torch.nnBatchNorm1d,torch.nnBatchNorm1d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,458
torch.nnBatchNorm1d,torch.nnBatchNorm1d,asteroid-team/asteroid,egs/avspeech/looking-to-listen/model.py,459
SingleSrcNegSTOI,torch.nnL1Loss,asteroid-team/asteroid,egs/dampvsep/ConvTasNet/train.py,139
torch.nnLinear,StackedResidualRNN,asteroid-team/asteroid,egs/dns_challenge/baseline/model.py,118
StackedResidualRNN,torch.nnLinear,asteroid-team/asteroid,egs/dns_challenge/baseline/model.py,121
torch.nnBatchNorm1d,torch.nnConv1d,asteroid-team/asteroid,egs/wham/TwoStep/model.py,81
torch.nnConv1d,torch.nnSequential,asteroid-team/asteroid,egs/wham/TwoStep/model.py,84
torch.nnSequential,torch.nnConv2d,asteroid-team/asteroid,egs/wham/TwoStep/model.py,98
GlobLN,torch.nnSequential,asteroid-team/asteroid,egs/whamr/TasNet/model.py,38
SingleRNN,torch.nnDropout,asteroid-team/asteroid,egs/wsj0-mix/DeepClustering/model.py,60
torch.nnLinear,torch.nnSigmoid,asteroid-team/asteroid,egs/wsj0-mix/DeepClustering/model.py,64
torch.nnSigmoid,torch.nnLinear,asteroid-team/asteroid,egs/wsj0-mix/DeepClustering/model.py,66
torch.nnLinear,torch.nnTanh,asteroid-team/asteroid,egs/wsj0-mix/DeepClustering/model.py,67
torch.nnConv1d,torch.nnSequential,asteroid-team/asteroid,egs/wsj0-mix-var/Multi-Decoder-DPRNN/model.py,252
torch.nnSequential,torch.nnModuleList,asteroid-team/asteroid,egs/wsj0-mix-var/Multi-Decoder-DPRNN/model.py,255
torch.nnConv2d,torch.nnSequential,asteroid-team/asteroid,egs/wsj0-mix-var/Multi-Decoder-DPRNN/model.py,316
torch.nnSequential,torch.nnSequential,asteroid-team/asteroid,egs/wsj0-mix-var/Multi-Decoder-DPRNN/model.py,318
torch.nnSequential,torch.nnSequential,asteroid-team/asteroid,egs/wsj0-mix-var/Multi-Decoder-DPRNN/model.py,319
torch.nnSequential,torch.nnConv1d,asteroid-team/asteroid,egs/wsj0-mix-var/Multi-Decoder-DPRNN/model.py,320
torch.nnConv1d,get,asteroid-team/asteroid,egs/wsj0-mix-var/Multi-Decoder-DPRNN/model.py,323
Conv2dHeadModel,torch.nnLSTM,astooke/rlpyt,rlpyt/models/dqn/atari_r2d1_model.py,45
MlpModel,torch.nnLinear,astooke/rlpyt,rlpyt/models/dqn/dueling.py,28
torch.nnLinear,torch.nnParameter,astooke/rlpyt,rlpyt/models/dqn/dueling.py,30
torch.nnParameter,MlpModel,astooke/rlpyt,rlpyt/models/dqn/dueling.py,31
MlpModel,torch.nnLinear,astooke/rlpyt,rlpyt/models/dqn/dueling.py,66
torch.nnLinear,torch.nnParameter,astooke/rlpyt,rlpyt/models/dqn/dueling.py,68
torch.nnParameter,MlpModel,astooke/rlpyt,rlpyt/models/dqn/dueling.py,69
Conv2dHeadModel,torch.nnLinear,astooke/rlpyt,rlpyt/models/pg/atari_ff_model.py,37
torch.nnLinear,torch.nnLinear,astooke/rlpyt,rlpyt/models/pg/atari_ff_model.py,38
Conv2dHeadModel,torch.nnLSTM,astooke/rlpyt,rlpyt/models/pg/atari_lstm_model.py,41
torch.nnLSTM,torch.nnLinear,astooke/rlpyt,rlpyt/models/pg/atari_lstm_model.py,42
torch.nnLinear,torch.nnLinear,astooke/rlpyt,rlpyt/models/pg/atari_lstm_model.py,43
MlpModel,torch.nnParameter,astooke/rlpyt,rlpyt/models/pg/mujoco_ff_model.py,50
torch.nnLSTM,torch.nnLinear,astooke/rlpyt,rlpyt/models/pg/mujoco_lstm_model.py,42
output_size,torch.nnLinear,astooke/rlpyt,rlpyt/ul/models/rl/dmlab_rl_models.py,44
torch.nnLinear,torch.nnLSTM,astooke/rlpyt,rlpyt/ul/models/rl/dmlab_rl_models.py,48
torch.nnLSTM,MlpModel,astooke/rlpyt,rlpyt/ul/models/rl/dmlab_rl_models.py,49
MlpModel,torch.nnLinear,astooke/rlpyt,rlpyt/ul/models/ul/stdim_models.py,94
MlpModel,torch.nnLinear,astooke/rlpyt,rlpyt/ul/models/ul/stdim_models.py,129
torch.nnLinear,ConvTranspose2dModel,astooke/rlpyt,rlpyt/ul/models/ul/vae_models.py,48
torch.nnModuleList,torch.nnSequential,automl/Auto-PyTorch,autoPyTorch/components/networks/image/resnet.py,97
conv3x3,torch.nnBatchNorm2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/resnet152.py,36
torch.nnBatchNorm2d,torch.nnReLU,automl/Auto-PyTorch,autoPyTorch/components/networks/image/resnet152.py,37
torch.nnReLU,conv3x3,automl/Auto-PyTorch,autoPyTorch/components/networks/image/resnet152.py,38
conv3x3,torch.nnBatchNorm2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/resnet152.py,39
conv1x1,torch.nnBatchNorm2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/resnet152.py,68
torch.nnBatchNorm2d,conv3x3,automl/Auto-PyTorch,autoPyTorch/components/networks/image/resnet152.py,69
conv3x3,torch.nnBatchNorm2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/resnet152.py,70
torch.nnBatchNorm2d,conv1x1,automl/Auto-PyTorch,autoPyTorch/components/networks/image/resnet152.py,71
conv1x1,torch.nnBatchNorm2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/resnet152.py,72
torch.nnBatchNorm2d,torch.nnReLU,automl/Auto-PyTorch,autoPyTorch/components/networks/image/resnet152.py,73
torch.nnSequential,torch.nnLinear,automl/Auto-PyTorch,autoPyTorch/components/networks/image/darts/model.py,77
torch.nnSequential,torch.nnLinear,automl/Auto-PyTorch,autoPyTorch/components/networks/image/darts/model.py,102
torch.nnReLU,torch.nnConv2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/darts/operations.py,96
torch.nnConv2d,torch.nnConv2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/darts/operations.py,97
torch.nnConv2d,torch.nnBatchNorm2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/darts/operations.py,98
torch.nnConv2d,torch.nnConv2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/utils/mobilenet_utils.py,502
select_conv2d,torch.nnBatchNorm2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/utils/mobilenet_utils.py,521
select_conv2d,torch.nnBatchNorm2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/utils/mobilenet_utils.py,550
select_conv2d,torch.nnBatchNorm2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/utils/mobilenet_utils.py,558
select_conv2d,torch.nnBatchNorm2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/utils/mobilenet_utils.py,599
select_conv2d,torch.nnBatchNorm2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/utils/mobilenet_utils.py,608
select_conv2d,torch.nnBatchNorm2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/utils/mobilenet_utils.py,618
select_conv2d,torch.nnBatchNorm2d,automl/Auto-PyTorch,autoPyTorch/components/networks/image/utils/mobilenet_utils.py,683
_BlockBuilder,torch.nnSequential,automl/Auto-PyTorch,autoPyTorch/components/networks/image/utils/mobilenet_utils.py,690
SelectAdaptivePool2d,torch.nnLinear,automl/Auto-PyTorch,autoPyTorch/components/networks/image/utils/mobilenet_utils.py,703
torch.nnConv2d,torch.nnConv2d,aws/sagemaker-python-sdk,tests/data/pytorch_mnist/mnist.py,27
torch.nnConv2d,torch.nnDropout2d,aws/sagemaker-python-sdk,tests/data/pytorch_mnist/mnist.py,28
torch.nnDropout2d,torch.nnLinear,aws/sagemaker-python-sdk,tests/data/pytorch_mnist/mnist.py,29
torch.nnLinear,torch.nnLinear,aws/sagemaker-python-sdk,tests/data/pytorch_mnist/mnist.py,30
torch.nnConv2d,torch.nnConv2d,aws/sagemaker-python-sdk,tests/data/smdistributed_dataparallel/mnist_pt.py,34
torch.nnConv2d,torch.nnDropout2d,aws/sagemaker-python-sdk,tests/data/smdistributed_dataparallel/mnist_pt.py,35
torch.nnDropout2d,torch.nnDropout2d,aws/sagemaker-python-sdk,tests/data/smdistributed_dataparallel/mnist_pt.py,36
torch.nnDropout2d,torch.nnLinear,aws/sagemaker-python-sdk,tests/data/smdistributed_dataparallel/mnist_pt.py,37
torch.nnLinear,torch.nnLinear,aws/sagemaker-python-sdk,tests/data/smdistributed_dataparallel/mnist_pt.py,38
int,torch.nnConv1d,awslabs/gluon-ts,src/gluonts/nursery/spliced_binned_pareto/tcn.py,137
torch.nnConv1d,weight_norm,awslabs/gluon-ts,src/gluonts/nursery/spliced_binned_pareto/tcn.py,145
Chomp1d,torch.nnLeakyReLU,awslabs/gluon-ts,src/gluonts/nursery/spliced_binned_pareto/tcn.py,150
torch.nnLeakyReLU,torch.nnConv1d,awslabs/gluon-ts,src/gluonts/nursery/spliced_binned_pareto/tcn.py,153
torch.nnConv1d,weight_norm,awslabs/gluon-ts,src/gluonts/nursery/spliced_binned_pareto/tcn.py,161
Chomp1d,torch.nnLeakyReLU,awslabs/gluon-ts,src/gluonts/nursery/spliced_binned_pareto/tcn.py,163
torch.nnLeakyReLU,torch.nnSequential,awslabs/gluon-ts,src/gluonts/nursery/spliced_binned_pareto/tcn.py,166
len,torch.nnModuleList,awslabs/gluon-ts,src/gluonts/torch/modules/feature.py,29
torch.nnSequential,get_args_proj,awslabs/gluon-ts,test/torch/model/test_simple_torch_model.py,85
torch.nnConv2d,torch.nnBatchNorm2d,bubbliiiing/yolov4-pytorch,nets/CSPdarknet.py,27
torch.nnBatchNorm2d,torch.nnMish,bubbliiiing/yolov4-pytorch,nets/CSPdarknet.py,28
make_three_conv,torch.nnUpsample,bubbliiiing/yolov4-pytorch,nets/yolo4.py,102
torch.nnUpsample,conv2d,bubbliiiing/yolov4-pytorch,nets/yolo4.py,103
make_five_conv,torch.nnUpsample,bubbliiiing/yolov4-pytorch,nets/yolo4.py,106
torch.nnUpsample,conv2d,bubbliiiing/yolov4-pytorch,nets/yolo4.py,107
sum,torch.nnEmbedding,carpedm20/ENAS-pytorch,models/controller.py,100
torch.nnEmbedding,torch.nnLSTMCell,carpedm20/ENAS-pytorch,models/controller.py,102
torch.nnParameter,_spectral_init,catalyst-team/catalyst,catalyst/contrib/nn/modules/factorized.py,18
_spectral_init,torch.nnParameter,catalyst-team/catalyst,catalyst/contrib/nn/modules/factorized.py,20
torch.nnParameter,torch.nnParameter,catalyst-team/catalyst,catalyst/contrib/nn/modules/factorized.py,21
get_if_str,torch.nnSequential,catalyst-team/catalyst,catalyst/contrib/nn/modules/pooling.py,104
torch.nnLinear,torch.nnLinear,catalyst-team/catalyst,catalyst/contrib/nn/modules/se.py,35
torch.nnParameter,torch.nnParameter,catalyst-team/catalyst,catalyst/contrib/nn/modules/softmax.py,41
torch.nnModuleList,torch.nnModuleList,catalyst-team/catalyst,examples/detection/model.py,98
UpDoubleConv,torch.nnConv2d,catalyst-team/catalyst,examples/detection/model.py,270
torch.nnConv2d,torch.nnConv2d,catalyst-team/catalyst,examples/detection/model.py,272
torch.nnSequential,torch.nnSequential,catalyst-team/catalyst,examples/mnist_stages/model.py,27
torch.nnSequential,torch.nnSequential,catalyst-team/catalyst,examples/mnist_stages/model.py,33
torch.nnLinear,torch.nnParameter,catalyst-team/catalyst,tests/catalyst/engines/misc.py,352
torch.nnLinear,torch.nnLinear,catalyst-team/catalyst,tests/pipelines/test_finetune.py,60
torch.nnLinear,torch.nnLinear,catalyst-team/catalyst,tests/pipelines/test_multihead_classification.py,31
torch.nnLinear,torch.nnLinear,catalyst-team/catalyst,tests/pipelines/test_multihead_classification.py,32
torch.nnLinear,torch.nnSequential,catalyst-team/catalyst,tests/pipelines/test_vae.py,31
torch.nnConv2d,torch.nnBatchNorm2d,cleardusk/3DDFA_V2,FaceBoxes/models/faceboxes.py,13
torch.nnConv2d,torch.nnBatchNorm2d,cleardusk/3DDFA_V2,FaceBoxes/models/faceboxes.py,54
torch.nnConv2d,torch.nnBatchNorm2d,cleardusk/3DDFA_V2,models/mobilenet_v1.py,28
torch.nnBatchNorm2d,torch.nnConv2d,cleardusk/3DDFA_V2,models/mobilenet_v1.py,29
torch.nnConv2d,torch.nnBatchNorm2d,cleardusk/3DDFA_V2,models/mobilenet_v1.py,30
torch.nnConv2d,torch.nnBatchNorm2d,cleardusk/3DDFA_V2,models/mobilenet_v1.py,61
block,torch.nnAdaptiveAvgPool2d,cleardusk/3DDFA_V2,models/mobilenet_v1.py,85
torch.nnAdaptiveAvgPool2d,torch.nnLinear,cleardusk/3DDFA_V2,models/mobilenet_v1.py,86
torch.nnAdaptiveAvgPool2d,torch.nnSequential,cleardusk/3DDFA_V2,models/mobilenet_v3.py,48
torch.nnSequential,torch.nnLinear,cleardusk/3DDFA_V2,models/mobilenet_v3.py,197
conv3x3,torch.nnBatchNorm2d,cleardusk/3DDFA_V2,models/resnet.py,21
torch.nnBatchNorm2d,torch.nnReLU,cleardusk/3DDFA_V2,models/resnet.py,22
torch.nnReLU,conv3x3,cleardusk/3DDFA_V2,models/resnet.py,23
conv3x3,torch.nnBatchNorm2d,cleardusk/3DDFA_V2,models/resnet.py,24
torch.nnConv2d,torch.nnBatchNorm2d,cleardusk/3DDFA_V2,models/resnet.py,54
torch.nnBatchNorm2d,torch.nnReLU,cleardusk/3DDFA_V2,models/resnet.py,55
torch.nnReLU,torch.nnConv2d,cleardusk/3DDFA_V2,models/resnet.py,57
torch.nnConv2d,torch.nnBatchNorm2d,cleardusk/3DDFA_V2,models/resnet.py,58
torch.nnBatchNorm2d,torch.nnReLU,cleardusk/3DDFA_V2,models/resnet.py,59
torch.nnReLU,_make_layer,cleardusk/3DDFA_V2,models/resnet.py,63
_make_layer,torch.nnConv2d,cleardusk/3DDFA_V2,models/resnet.py,67
torch.nnConv2d,torch.nnAdaptiveAvgPool2d,cleardusk/3DDFA_V2,models/resnet.py,69
torch.nnConv2d,torch.nnConv2d,cleverhans-lab/cleverhans,cleverhans_v3.1.0/cleverhans_tutorials/mnist_tutorial_pytorch.py,56
torch.nnConv2d,torch.nnLinear,cleverhans-lab/cleverhans,cleverhans_v3.1.0/cleverhans_tutorials/mnist_tutorial_pytorch.py,58
torch.nnLinear,torch.nnLinear,cleverhans-lab/cleverhans,cleverhans_v3.1.0/cleverhans_tutorials/mnist_tutorial_pytorch.py,59
torch.nnConv2d,torch.nnConv2d,cleverhans-lab/cleverhans,tutorials/torch/cifar10_tutorial.py,23
torch.nnConv2d,torch.nnConv2d,cleverhans-lab/cleverhans,tutorials/torch/cifar10_tutorial.py,24
torch.nnConv2d,torch.nnLinear,cleverhans-lab/cleverhans,tutorials/torch/cifar10_tutorial.py,25
torch.nnConv2d,torch.nnConv2d,cleverhans-lab/cleverhans,tutorials/torch/mnist_tutorial.py,27
torch.nnConv2d,torch.nnConv2d,cleverhans-lab/cleverhans,tutorials/torch/mnist_tutorial.py,30
torch.nnConv2d,torch.nnLinear,cleverhans-lab/cleverhans,tutorials/torch/mnist_tutorial.py,33
torch.nnLinear,torch.nnLinear,cleverhans-lab/cleverhans,tutorials/torch/mnist_tutorial.py,36
torch.nnConv2d,torch.nnConv2d,cleverhans-lab/cleverhans,tutorials/torch/mnist_tutorial.py,54
torch.nnConv2d,torch.nnDropout,cleverhans-lab/cleverhans,tutorials/torch/mnist_tutorial.py,55
torch.nnDropout,torch.nnDropout,cleverhans-lab/cleverhans,tutorials/torch/mnist_tutorial.py,56
torch.nnDropout,torch.nnLinear,cleverhans-lab/cleverhans,tutorials/torch/mnist_tutorial.py,57
torch.nnLinear,torch.nnLinear,cleverhans-lab/cleverhans,tutorials/torch/mnist_tutorial.py,58
torch.nnSequential,torch.nnSequential,clovaai/CRAFT-pytorch,refinenet.py,24
torch.nnSequential,torch.nnSequential,clovaai/CRAFT-pytorch,refinenet.py,30
torch.nnSequential,torch.nnSequential,clovaai/CRAFT-pytorch,refinenet.py,36
torch.nnSequential,torch.nnSequential,clovaai/CRAFT-pytorch,refinenet.py,42
torch.nnSequential,torch.nnSequential,clovaai/CRAFT-pytorch,basenet/vgg16_bn.py,28
